movieId,totalSeats,availableSeats,screenName,language,movieFormat,subtitle,screenType,filmFormat,theatreId,experienceKey,startTime,endTime
36400,28,28,AUDI 11 GOLD,Hindi,,False,GOLD,,507,gold,2026-03-05T21:30:00,2026-03-06T00:22:00
36400,48,43,SCREEN 12,Hindi,,False,INSIGNIA,,309,insignia,2026-03-05T12:20:00,2026-03-05T15:09:00
36400,48,48,SCREEN 12,Hindi,,False,INSIGNIA,,309,insignia,2026-03-05T18:25:00,2026-03-05T21:14:00
36400,48,46,SCREEN 12,Hindi,,False,INSIGNIA,,309,insignia,2026-03-05T21:15:00,2026-03-06T00:07:00
36400,202,167,SCREEN 1,Hindi,ATMOS,False,LASER,,309,laser,2026-03-05T10:40:00,2026-03-05T13:29:00
36400,202,162,SCREEN 1,Hindi,ATMOS,False,LASER,,309,laser,2026-03-05T13:30:00,2026-03-05T16:19:00
36400,165,157,SCREEN 4,Hindi,ATMOS,False,LASER,,309,laser,2026-03-05T16:20:00,2026-03-05T19:09:00
36400,165,160,SCREEN 4,Hindi,ATMOS,False,LASER,,309,laser,2026-03-05T19:10:00,2026-03-05T21:59:00
36400,165,135,SCREEN 4,Hindi,ATMOS,False,LASER,,309,laser,2026-03-05T22:00:00,2026-03-06T00:49:00
36412,144,135,SCREEN 5,Hindi,,False,,,24,,2026-03-05T10:50:00,2026-03-05T13:37:00
36412,137,135,SCREEN 2,Hindi,,False,,,14,,2026-03-05T16:30:00,2026-03-05T19:17:00
36412,152,146,AUDI 04,Hindi,,True,,,390,,2026-03-05T18:50:00,2026-03-05T21:44:00
36412,62,62,SCREEN 2,Hindi,ATMOS,False,INSIGNIA,,110,insignia,2026-03-05T13:00:00,2026-03-05T15:47:00
36412,154,152,AUDI 02,Hindi,,True,,,583,,2026-03-05T18:50:00,2026-03-05T21:44:00
36412,161,158,AUDI 04,Hindi,,True,LASER,,531,laser,2026-03-05T15:20:00,2026-03-05T18:11:00
36412,151,141,AUDI 09,Hindi,,True,,,520,,2026-03-05T16:35:00,2026-03-05T19:29:00
36412,30,26,AUDI 10 GOLD,Hindi,,True,GOLD,,520,gold,2026-03-05T22:00:00,2026-03-06T00:54:00
36412,217,202,SCREEN 1,Hindi,,True,,,510,,2026-03-05T13:15:00,2026-03-05T16:09:00
36412,230,216,AUDI 06,Hindi,ATMOS,True,,,533,,2026-03-05T12:50:00,2026-03-05T15:44:00
36412,53,53,AUDI 02,Hindi,ATMOS,True,LUXE,,533,luxe,2026-03-05T18:20:00,2026-03-05T21:14:00
36412,228,205,AUDI 09,Hindi,,True,,,511,,2026-03-05T13:05:00,2026-03-05T15:59:00
36412,199,189,AUDI 06,Hindi,,True,,,512,,2026-03-05T12:05:00,2026-03-05T14:59:00
36412,105,102,SCREEN 1,Hindi,,False,,,208,,2026-03-05T18:55:00,2026-03-05T21:44:00
36412,170,161,SCREEN 3,Hindi,ATMOS,True,LASER,,309,laser,2026-03-05T15:30:00,2026-03-05T18:24:00
36412,40,38,AUDI 05,Hindi,,True,,,529,,2026-03-05T21:30:00,2026-03-06T00:09:00
36412,183,171,AUDI 9,Hindi,,True,,,507,,2026-03-05T13:00:00,2026-03-05T15:52:00
35805,206,206,SCREEN 5,Hindi,ATMOS,True,ATMOS,,110,atmos,2026-03-05T19:05:00,2026-03-05T21:58:00
35805,154,145,AUDI 02,Hindi,,True,,,583,,2026-03-05T12:10:00,2026-03-05T15:08:00
35805,145,139,SCREEN 4,Hindi,,True,,,24,,2026-03-05T22:15:00,2026-03-06T01:08:00
35805,110,106,AUDI 06,Hindi,,True,,,520,,2026-03-05T19:00:00,2026-03-05T21:58:00
35805,217,217,SCREEN 1,Hindi,,True,,,510,,2026-03-05T21:50:00,2026-03-06T00:48:00
35805,125,121,SCREEN-1,Hindi,ATMOS,True,,,522,,2026-03-05T18:45:00,2026-03-05T21:42:00
35805,230,223,AUDI 06,Hindi,ATMOS,True,,,533,,2026-03-05T15:45:00,2026-03-05T18:43:00
35805,58,58,AUDI 03,Hindi,,True,LUXE,,533,luxe,2026-03-05T21:00:00,2026-03-05T23:58:00
35805,276,215,AUDI 08,Hindi,,True,,,511,,2026-03-05T16:40:00,2026-03-05T19:24:00
35805,192,173,AUDI 02,Hindi,,True,,,512,,2026-03-05T13:30:00,2026-03-05T16:28:00
35805,40,35,AUDI 05,Hindi,,True,,,529,,2026-03-05T18:45:00,2026-03-05T21:28:00
35805,166,164,AUDI 8,Hindi,,True,,,507,,2026-03-05T22:00:00,2026-03-06T00:58:00
35805,28,22,AUDI 10 GOLD,Hindi,,True,GOLD,,507,gold,2026-03-05T15:55:00,2026-03-05T18:51:00
35805,41,39,SCREEN 14,Hindi,,True,INSIGNIA,,309,insignia,2026-03-05T11:00:00,2026-03-05T13:58:00
35805,170,168,SCREEN 3,Hindi,ATMOS,True,LASER,,309,laser,2026-03-05T21:00:00,2026-03-05T23:58:00
35040,41,39,INSIGNIA 3,Hindi,,True,INSIGNIA,,24,insignia,2026-03-05T17:25:00,2026-03-05T20:59:00
35040,268,264,SCREEN 3,Hindi,,True,,,14,,2026-03-05T14:55:00,2026-03-05T18:29:00
35040,245,245,AUDI 05,Hindi,,True,,,390,,2026-03-05T18:20:00,2026-03-05T21:59:00
35040,24,18,AUDI 08,Hindi,,True,GOLD,,390,gold,2026-03-05T13:50:00,2026-03-05T17:29:00
